iter	MAE	Quantile:alpha=0.5
1010	305.9449835	152.9724918
1011	305.8954687	152.9477344
1012	305.8563046	152.9281523
1013	305.6730472	152.8365236
1014	305.6163817	152.8081909
1015	305.5998132	152.7999066
1016	305.5672662	152.7836331
1017	305.5399197	152.7699598
1018	305.5250118	152.7625059
1019	305.3683011	152.6841505
1020	305.305435	152.6527175
1021	305.246241	152.6231205
1022	305.1392077	152.5696039
1023	305.1036765	152.5518382
1024	305.0814795	152.5407398
1025	305.0075218	152.5037609
1026	304.8750002	152.4375001
1027	304.8420199	152.4210099
1028	304.8348301	152.4174151
1029	304.7604993	152.3802496
1030	304.701561	152.3507805
1031	304.6636415	152.3318207
1032	304.5442284	152.2721142
1033	304.4684263	152.2342132
1034	304.2876917	152.1438459
1035	304.2008309	152.1004154
1036	304.0899193	152.0449596
1037	303.9829394	151.9914697
1038	303.8884008	151.9442004
1039	303.870835	151.9354175
1040	303.7882456	151.8941228
1041	303.7654858	151.8827429
1042	303.7179679	151.8589839
1043	303.6963858	151.8481929
1044	303.5813321	151.7906661
1045	303.5582393	151.7791197
1046	303.5360611	151.7680306
1047	303.4995341	151.749767
1048	303.4052842	151.7026421
1049	303.3838805	151.6919402
1050	303.3241868	151.6620934
1051	303.2202116	151.6101058
1052	303.0909243	151.5454622
1053	303.0516676	151.5258338
1054	302.992963	151.4964815
1055	302.9779785	151.4889892
1056	302.9572279	151.4786139
1057	302.9255275	151.4627637
1058	302.8652971	151.4326486
1059	302.7941882	151.3970941
1060	302.7417521	151.370876
1061	302.7027551	151.3513776
1062	302.5579298	151.2789649
1063	302.5465602	151.2732801
1064	302.4418707	151.2209354
1065	302.4110398	151.2055199
1066	302.2563071	151.1281536
1067	302.2113113	151.1056556
1068	302.1481923	151.0740962
1069	302.0808517	151.0404258
1070	301.9986443	150.9993221
1071	301.9244953	150.9622477
1072	301.8714119	150.935706
1073	301.7925765	150.8962883
1074	301.7431198	150.8715599
1075	301.5481807	150.7740904
1076	301.4759023	150.7379511
1077	301.2474753	150.6237377
1078	301.2207137	150.6103569
1079	301.173356	150.586678
1080	301.1403272	150.5701636
1081	301.0876349	150.5438174
1082	301.0548431	150.5274216
1083	301.0401725	150.5200862
1084	301.0245369	150.5122684
1085	300.9251435	150.4625717
1086	300.8721562	150.4360781
1087	300.8443059	150.4221529
1088	300.7783688	150.3891844
1089	300.6904277	150.3452138
1090	300.6639831	150.3319915
1091	300.6424008	150.3212004
1092	300.6167997	150.3083998
1093	300.5968511	150.2984256
1094	300.5415449	150.2707725
1095	300.5159719	150.257986
1096	300.4849911	150.2424955
1097	300.4735844	150.2367922
1098	300.3899762	150.1949881
1099	300.3340221	150.1670111
1100	300.3157471	150.1578736
1101	300.2765992	150.1382996
1102	300.224227	150.1121135
1103	300.1385923	150.0692962
1104	300.0851025	150.0425512
1105	300.0096273	150.0048137
1106	299.9843967	149.9921983
1107	299.9485808	149.9742904
1108	299.933473	149.9667365
1109	299.9192455	149.9596228
1110	299.820247	149.9101235
1111	299.7931	149.89655
1112	299.7232103	149.8616052
1113	299.6771071	149.8385535
1114	299.6661431	149.8330715
1115	299.6247668	149.8123834
1116	299.6037779	149.8018889
1117	299.5322156	149.7661078
1118	299.526431	149.7632155
1119	299.326501	149.6632505
1120	299.3139283	149.6569641
1121	299.2578568	149.6289284
1122	299.164141	149.5820705
1123	299.1028095	149.5514048
1124	299.0909364	149.5454682
1125	299.0052022	149.5026011
1126	298.8721523	149.4360762
1127	298.8161172	149.4080586
1128	298.7726961	149.386348
1129	298.7078375	149.3539187
1130	298.6901993	149.3450996
1131	298.6116312	149.3058156
1132	298.5551522	149.2775761
1133	298.5344621	149.267231
1134	298.505054	149.252527
1135	298.4861307	149.2430654
1136	298.435389	149.2176945
1137	298.3830507	149.1915253
1138	298.296129	149.1480645
1139	298.1731638	149.0865819
1140	298.1692719	149.0846359
1141	298.1254035	149.0627017
1142	298.1011078	149.0505539
1143	298.0699502	149.0349751
1144	298.0267056	149.0133528
1145	298.0143005	149.0071502
1146	297.9282431	148.9641215
1147	297.892884	148.946442
1148	297.8124472	148.9062236
1149	297.7760991	148.8880496
1150	297.7270072	148.8635036
1151	297.654674	148.827337
1152	297.6367634	148.8183817
1153	297.5159893	148.7579946
1154	297.5017507	148.7508754
1155	297.4779906	148.7389953
1156	297.3938068	148.6969034
1157	297.3641658	148.6820829
1158	297.3593366	148.6796683
1159	297.125793	148.5628965
1160	297.0731231	148.5365616
1161	296.9895699	148.494785
1162	296.9527021	148.4763511
1163	296.9381122	148.4690561
1164	296.8561402	148.4280701
1165	296.7548951	148.3774476
1166	296.716216	148.358108
1167	296.6672531	148.3336265
1168	296.6407889	148.3203944
1169	296.5728257	148.2864129
1170	296.4292131	148.2146066
1171	296.3280032	148.1640016
1172	296.2735492	148.1367746
1173	296.231787	148.1158935
1174	296.2105132	148.1052566
1175	296.1001463	148.0500731
1176	296.0527507	148.0263754
1177	296.0038943	148.0019472
1178	295.9882497	147.9941248
1179	295.9171764	147.9585882
1180	295.8721425	147.9360712
1181	295.6811314	147.8405657
1182	295.6389868	147.8194934
1183	295.626064	147.813032
1184	295.5481706	147.7740853
1185	295.5262553	147.7631277
1186	295.4262479	147.7131239
1187	295.4124675	147.7062338
1188	295.3625559	147.681278
1189	295.216749	147.6083745
1190	295.203203	147.6016015
1191	295.114515	147.5572575
1192	295.1052845	147.5526422
1193	295.0364282	147.5182141
1194	294.9053798	147.4526899
1195	294.824056	147.412028
1196	294.7580045	147.3790022
1197	294.7332558	147.3666279
1198	294.7152188	147.3576094
1199	294.7007257	147.3503628
1200	294.6617007	147.3308503
1201	294.6358295	147.3179148
1202	294.5993412	147.2996706
1203	294.407592	147.203796
1204	294.2562577	147.1281288
1205	294.1985075	147.0992538
1206	294.1548375	147.0774187
1207	294.022823	147.0114115
1208	294.0073904	147.0036952
1209	293.9628836	146.9814418
1210	293.9557555	146.9778778
1211	293.9276634	146.9638317
1212	293.8960233	146.9480117
1213	293.7989826	146.8994913
1214	293.7263016	146.8631508
1215	293.6785694	146.8392847
1216	293.6624542	146.8312271
1217	293.5999801	146.79999
1218	293.5783216	146.7891608
1219	293.5716032	146.7858016
1220	293.5475024	146.7737512
1221	293.4756479	146.7378239
1222	293.2911925	146.6455962
1223	293.2104467	146.6052234
1224	293.1787072	146.5893536
1225	293.0792341	146.539617
1226	293.0464973	146.5232486
1227	293.0222679	146.5111339
1228	292.9501886	146.4750943
1229	292.885807	146.4429035
1230	292.8361294	146.4180647
1231	292.8085182	146.4042591
1232	292.729113	146.3645565
1233	292.7063469	146.3531734
1234	292.6791572	146.3395786
1235	292.6007625	146.3003813
1236	292.5658013	146.2829007
1237	292.5239873	146.2619936
1238	292.4755713	146.2377857
1239	292.4297467	146.2148734
1240	292.2703547	146.1351774
1241	292.2437275	146.1218637
1242	292.2347197	146.1173598
1243	292.2126608	146.1063304
1244	292.1548238	146.0774119
1245	292.1260684	146.0630342
1246	292.1160416	146.0580208
1247	292.0951638	146.0475819
1248	292.0459728	146.0229864
1249	291.9726137	145.9863068
1250	291.9284573	145.9642286
1251	291.9037964	145.9518982
1252	291.853194	145.926597
1253	291.709888	145.854944
1254	291.6630639	145.831532
1255	291.6239136	145.8119568
1256	291.6040303	145.8020152
1257	291.542097	145.7710485
1258	291.5291315	145.7645658
1259	291.4393367	145.7196684
1260	291.3982448	145.6991224
1261	291.3787723	145.6893861
1262	291.3681151	145.6840576
1263	291.3425831	145.6712915
1264	291.3140212	145.6570106
1265	291.2991172	145.6495586
1266	291.2808717	145.6404358
1267	291.2667019	145.633351
1268	291.2194698	145.6097349
1269	291.2052872	145.6026436
1270	291.1186014	145.5593007
1271	291.0699077	145.5349538
1272	291.0066741	145.503337
1273	290.9112094	145.4556047
1274	290.840625	145.4203125
1275	290.8018653	145.4009326
1276	290.7526431	145.3763215
1277	290.6923618	145.3461809
1278	290.6729111	145.3364556
1279	290.6636451	145.3318226
1280	290.6332265	145.3166133
1281	290.6056912	145.3028456
1282	290.5587802	145.2793901
1283	290.5250292	145.2625146
1284	290.4815196	145.2407598
1285	290.4382124	145.2191062
1286	290.4289853	145.2144926
1287	290.3939885	145.1969942
1288	290.3118493	145.1559247
1289	290.2549287	145.1274643
1290	290.2381636	145.1190818
1291	290.1917944	145.0958972
1292	290.052067	145.0260335
1293	290.0433513	145.0216757
1294	289.9984717	144.9992359
1295	289.9566524	144.9783262
1296	289.9486488	144.9743244
1297	289.9008391	144.9504196
1298	289.8380027	144.9190014
1299	289.796937	144.8984685
1300	289.7862762	144.8931381
1301	289.6786968	144.8393484
1302	289.6684674	144.8342337
1303	289.6417665	144.8208833
1304	289.6159812	144.8079906
1305	289.5591579	144.7795789
1306	289.5352813	144.7676406
1307	289.4982883	144.7491442
1308	289.4489999	144.7244999
1309	289.4034373	144.7017187
1310	289.2600411	144.6300205
1311	289.1967757	144.5983879
1312	289.1561483	144.5780742
1313	289.084019	144.5420095
1314	289.0698685	144.5349342
1315	288.9918203	144.4959102
1316	288.9846876	144.4923438
1317	288.9412405	144.4706202
1318	288.9038554	144.4519277
1319	288.829934	144.414967
1320	288.8185003	144.4092502
1321	288.7631196	144.3815598
1322	288.7043609	144.3521805
1323	288.6383873	144.3191937
1324	288.5956796	144.2978398
1325	288.5794053	144.2897027
1326	288.5654344	144.2827172
1327	288.5224793	144.2612397
1328	288.4705295	144.2352648
1329	288.4372111	144.2186055
1330	288.3532498	144.1766249
1331	288.2915032	144.1457516
1332	288.2610047	144.1305023
1333	288.2117882	144.1058941
1334	288.1732718	144.0866359
1335	288.115069	144.0575345
1336	288.076507	144.0382535
1337	288.0344247	144.0172124
1338	288.0080072	144.0040036
1339	287.9450079	143.972504
1340	287.8631174	143.9315587
1341	287.8355062	143.9177531
1342	287.7990498	143.8995249
1343	287.7828161	143.891408
1344	287.7743631	143.8871815
1345	287.7488459	143.8744229
1346	287.7060096	143.8530048
1347	287.6345307	143.8172654
1348	287.5550553	143.7775277
1349	287.477417	143.7387085
1350	287.4585671	143.7292836
1351	287.4080319	143.7040159
1352	287.3564074	143.6782037
1353	287.3308425	143.6654213
1354	287.3140605	143.6570302
1355	287.2377635	143.6188818
1356	287.1705772	143.5852886
1357	287.1512812	143.5756406
1358	287.1412042	143.5706021
1359	287.1056864	143.5528432
1360	287.0871226	143.5435613
1361	287.0479029	143.5239515
1362	286.9867741	143.493387
1363	286.9385416	143.4692708
1364	286.9256258	143.4628129
1365	286.8660383	143.4330191
1366	286.8193389	143.4096695
1367	286.8047253	143.4023627
1368	286.7627871	143.3813936
1369	286.7470208	143.3735104
1370	286.723086	143.361543
1371	286.6814466	143.3407233
1372	286.648282	143.324141
1373	286.6411161	143.320558
1374	286.5859258	143.2929629
1375	286.569754	143.284877
1376	286.5321591	143.2660795
1377	286.467547	143.2337735
1378	286.4323273	143.2161636
1379	286.4187756	143.2093878
1380	286.3675212	143.1837606
1381	286.34669	143.173345
1382	286.2645982	143.1322991
1383	286.1900562	143.0950281
1384	286.1661141	143.0830571
1385	286.130876	143.065438
1386	286.1015657	143.0507828
1387	286.0831494	143.0415747
1388	286.0739711	143.0369855
1389	286.0343228	143.0171614
1390	286.0113963	143.0056982
1391	285.9861992	142.9930996
1392	285.9461308	142.9730654
1393	285.931856	142.965928
1394	285.8918634	142.9459317
1395	285.8511201	142.9255601
1396	285.7616999	142.8808499
1397	285.6961316	142.8480658
1398	285.5791592	142.7895796
1399	285.4864638	142.7432319
